requests,gzipRequests,postRequests,httpsRequests,notFound,bodySize,contentLength,httpTrafficCompleted,timeToFirstByte,timeToLastByte
21,0,0,0,0,185981,2317388,217,27,31
21,0,0,0,0,162125,2317388,214,24,28
21,0,0,0,0,144568,2317388,214,23,26
21,0,0,0,0,137561,2317388,214,24,28
21,0,0,0,0,139189,2317388,215,22,26
21,0,0,0,0,145732,2317388,215,22,26
21,0,0,0,0,178339,2317388,215,24,28
21,0,0,0,0,139474,2317388,216,22,26
21,0,0,0,0,151809,2317388,215,24,28
21,0,0,0,0,176709,2317388,225,24,27
21,0,0,0,0,166469,2317388,215,23,27
21,0,0,0,0,153204,2317388,213,22,25
21,0,0,0,0,160212,2317388,216,25,29
21,0,0,0,0,161659,2317388,217,24,27
21,0,0,0,0,143819,2317388,214,24,28
21,0,0,0,0,145964,2317388,216,22,26
21,0,0,0,0,148617,2317388,216,22,26
21,0,0,0,0,166057,2317388,214,23,26
21,0,0,0,0,141853,2317388,215,23,26
21,0,0,0,0,138724,2317388,216,23,27
21,0,0,0,0,134612,2317388,215,25,29
21,0,0,0,0,156154,2317388,214,23,27
21,0,0,0,0,152274,2317388,214,24,28
21,0,0,0,0,150309,2317388,215,25,29
21,0,0,0,0,152042,2317388,216,23,27
21,0,0,0,0,144516,2317388,214,22,26
21,0,0,0,0,151291,2317388,214,23,27
21,0,0,0,0,146196,2317388,215,24,28
21,0,0,0,0,137044,2317388,215,25,29
21,0,0,0,0,157083,2317388,215,23,27
21,0,0,0,0,162409,2317388,215,22,26
21,0,0,0,0,142836,2317388,215,23,27
21,0,0,0,0,153204,2317388,215,23,27
21,0,0,0,0,161428,2317388,215,23,27
21,0,0,0,0,139992,2317388,216,24,27
21,0,0,0,0,154705,2317388,215,23,27
21,0,0,0,0,90992,2317388,453,22,26
21,0,0,0,0,145963,2317388,214,23,27
21,0,0,0,0,150541,2317388,214,23,27
21,0,0,0,0,168666,2317388,216,23,27
21,0,0,0,0,147931,2317388,216,23,27
21,0,0,0,0,140637,2317388,215,23,27
21,0,0,0,0,167684,2317388,215,22,25
21,0,0,0,0,145732,2317388,216,26,30
21,0,0,0,0,148396,2317388,215,23,26
21,0,0,0,0,138778,2317388,221,22,26
21,0,0,0,0,148912,2317388,219,22,26
21,0,0,0,0,162125,2317388,216,24,28
21,0,0,0,0,154189,2317388,216,23,27
21,0,0,0,0,146947,2317388,215,23,27
