requests,gzipRequests,postRequests,httpsRequests,notFound,bodySize,contentLength,httpTrafficCompleted,timeToFirstByte,timeToLastByte
17,0,0,0,0,102729,2316819,215,23,26
17,0,0,0,0,112632,2316819,215,24,27
17,0,0,0,0,112400,2316819,217,24,27
17,0,0,0,0,109556,2316819,214,23,26
17,0,0,0,0,105678,2316819,215,23,27
17,0,0,0,0,111236,2316819,218,22,26
17,0,0,0,0,118425,2316819,216,23,26
17,0,0,0,0,104927,2316819,217,25,29
17,0,0,0,0,108056,2316819,216,23,26
17,0,0,0,0,105445,2316819,215,23,26
17,0,0,0,0,107591,2316819,215,23,27
17,0,0,0,0,110255,2316819,215,23,27
17,0,0,0,0,106660,2316819,216,23,27
17,0,0,0,0,55048,2316819,224,23,26
17,0,0,0,0,133591,2316987,217,23,27
17,0,0,0,0,109672,2316987,216,23,28
17,0,0,0,0,94792,2316819,214,23,26
17,0,0,0,0,90679,2316819,216,23,27
17,0,0,0,0,116511,2316819,215,24,27
17,0,0,0,0,97687,2316819,217,23,27
17,0,0,0,0,121088,2316819,217,24,28
17,0,0,0,0,115814,2316819,215,24,27
17,0,0,0,0,109969,2316819,215,23,27
17,0,0,0,0,99368,2316819,215,23,27
17,0,0,0,0,116679,2316987,216,24,29
17,0,0,0,0,100816,2316819,216,22,26
17,0,0,0,0,104464,2316819,216,23,27
17,0,0,0,0,96008,2316819,215,23,27
17,0,0,0,0,99704,2316819,217,23,27
17,0,0,0,0,102265,2316819,215,24,27
17,0,0,0,0,108521,2316819,215,23,27
17,0,0,0,0,137935,2316987,215,23,28
17,0,0,0,0,150967,2316987,216,23,28
17,0,0,0,0,96239,2316819,215,23,26
17,0,0,0,0,102032,2316819,215,24,27
17,0,0,0,0,123286,2316819,216,23,27
17,0,0,0,0,114133,2316819,216,24,28
17,0,0,0,0,102496,2316819,215,23,27
17,0,0,0,0,130758,2316819,215,23,26
17,0,0,0,0,121721,2316987,216,23,28
17,0,0,0,0,109736,2316819,217,22,26
17,0,0,0,0,104928,2316819,215,22,26
17,0,0,0,0,122936,2316987,216,25,30
17,0,0,0,0,135737,2316987,217,22,28
17,0,0,0,0,115063,2316819,217,23,26
17,0,0,0,0,109039,2316819,216,25,29
17,0,0,0,0,125600,2316987,215,23,28
17,0,0,0,0,117959,2316819,215,23,26
17,0,0,0,0,109504,2316819,216,25,29
17,0,0,0,0,100582,2316819,215,24,27
