requests,gzipRequests,postRequests,httpsRequests,notFound,bodySize,contentLength,httpTrafficCompleted,timeToFirstByte,timeToLastByte
10,0,0,0,0,152078,9876373,856,25,34
10,0,0,0,0,130358,9876373,863,24,34
10,0,0,0,0,138792,9876373,858,24,34
10,0,0,0,0,169454,9876373,858,24,34
10,0,0,0,0,148947,9876373,1090,23,32
10,0,0,0,0,165566,9876373,857,26,36
10,0,0,0,0,166558,9876373,858,25,35
10,0,0,0,0,209904,9876373,856,25,35
10,0,0,0,0,151608,9876373,858,25,34
10,0,0,0,0,157635,9876373,857,24,34
10,0,0,0,0,157870,9876373,858,22,32
10,0,0,0,0,140494,9876373,856,25,35
10,0,0,0,0,173328,9876373,855,25,34
10,0,0,0,0,106955,9876373,861,24,33
10,0,0,0,0,146051,9876373,861,23,33
10,0,0,0,0,154739,9876373,856,24,34
10,0,0,0,0,151843,9876373,858,24,34
10,0,0,0,0,142920,9876373,859,24,33
10,0,0,0,0,145816,9876373,856,25,34
10,0,0,0,0,151843,9876373,859,24,34
10,0,0,0,0,140259,9876373,856,24,33
10,0,0,0,0,170573,9876373,1041,24,34
10,0,0,0,0,146051,9876373,856,23,33
10,0,0,0,0,192086,9876373,858,25,35
10,0,0,0,0,151373,9876373,859,26,36
10,0,0,0,0,149182,9876373,860,24,34
10,0,0,0,0,208926,9876373,859,23,32
10,0,0,0,0,169454,9876373,859,24,34
10,0,0,0,0,157635,9876373,859,22,32
10,0,0,0,0,198099,9876373,859,24,33
10,0,0,0,0,194747,9876373,856,24,34
10,0,0,0,0,179811,9876373,855,23,33
10,0,0,0,0,148947,9876373,858,24,34
10,0,0,0,0,156187,9876373,858,25,34
10,0,0,0,0,143390,9876373,855,24,33
10,0,0,0,0,183920,9876373,858,24,34
10,0,0,0,0,187507,9876373,859,24,35
10,0,0,0,0,141472,9876373,856,25,35
10,0,0,0,0,157635,9876373,856,27,37
10,0,0,0,0,144368,9876373,858,25,35
10,0,0,0,0,149182,9876373,856,24,34
10,0,0,0,0,60149,9876373,860,23,33
10,0,0,0,0,153291,9876373,856,22,33
10,0,0,0,0,154504,9876373,858,24,34
10,0,0,0,0,138811,9876373,859,22,32
10,0,0,0,0,160531,9876373,857,24,34
10,0,0,0,0,149182,9876373,854,24,33
10,0,0,0,0,146286,9876373,856,25,34
10,0,0,0,0,158848,9876373,857,24,33
10,0,0,0,0,201686,9876373,859,24,34
