requests,gzipRequests,postRequests,httpsRequests,notFound,bodySize,contentLength,httpTrafficCompleted,timeToFirstByte,timeToLastByte
18,0,0,0,0,157924,9876377,877,24,38
18,0,0,0,0,238486,9876377,865,26,42
18,0,0,0,0,251518,9876377,865,23,38
18,0,0,0,0,253888,9876377,856,24,38
18,0,0,0,0,292904,9876377,868,23,38
18,0,0,0,0,242374,9876377,866,27,42
18,0,0,0,0,219439,9876377,864,23,38
18,0,0,0,0,236066,9876377,863,24,39
18,0,0,0,0,221353,9876377,864,24,39
18,0,0,0,0,212898,9876377,1145,24,39
18,0,0,0,0,244278,9876377,864,23,38
18,0,0,0,0,266394,9876377,868,24,39
18,0,0,0,0,214842,9876377,866,23,38
18,0,0,0,0,243063,9876377,865,23,37
18,0,0,0,0,265998,9876377,863,23,38
18,0,0,0,0,208321,9876377,864,26,40
18,0,0,0,0,223783,9876377,878,24,39
18,0,0,0,0,220138,9876377,867,24,39
18,0,0,0,0,205425,9876377,868,23,38
18,0,0,0,0,223783,9876377,866,23,38
18,0,0,0,0,221586,9876377,867,22,37
18,0,0,0,0,248106,9876377,865,26,41
18,0,0,0,0,239418,9876377,866,27,42
18,0,0,0,0,231489,9876377,867,23,38
18,0,0,0,0,279416,9876377,864,25,40
18,0,0,0,0,259224,9876377,867,24,39
18,0,0,0,0,227378,9876377,863,24,38
18,0,0,0,0,265016,9876377,864,24,39
18,0,0,0,0,206873,9876377,863,22,37
18,0,0,0,0,246192,9876377,1143,23,38
18,0,0,0,0,215561,9876377,866,24,38
18,0,0,0,0,243226,9876377,893,24,38
18,0,0,0,0,283597,9876377,863,24,38
18,0,0,0,0,248562,9876377,980,26,42
18,0,0,0,0,304721,9876377,865,25,40
18,0,0,0,0,343584,9876377,864,24,39
18,0,0,0,0,278737,9876377,867,24,39
18,0,0,0,0,267609,9876377,865,22,37
18,0,0,0,0,229808,9876377,864,23,37
18,0,0,0,0,243073,9876377,869,22,37
18,0,0,0,0,251914,9876377,927,24,39
18,0,0,0,0,253888,9876377,869,24,39
18,0,0,0,0,244734,9876377,898,22,37
18,0,0,0,0,283770,9876377,939,24,39
18,0,0,0,0,321408,9876377,863,25,40
18,0,0,0,0,303273,9876377,866,23,37
18,0,0,0,0,271041,9876377,866,23,37
18,0,0,0,0,269593,9876377,866,23,38
18,0,0,0,0,294129,9876377,865,23,38
18,0,0,0,0,243296,9876377,865,24,38
