requests,gzipRequests,postRequests,httpsRequests,notFound,bodySize,contentLength,httpTrafficCompleted,timeToFirstByte,timeToLastByte
10,0,0,0,0,140572,3419496,306,22,32
10,0,0,0,0,131418,3419496,306,25,34
10,0,0,0,0,159396,3419496,306,22,33
10,0,0,0,0,143235,3419496,306,23,33
10,0,0,0,0,134314,3419496,306,22,32
10,0,0,0,0,138658,3419496,304,24,33
10,0,0,0,0,170211,3419496,305,23,33
10,0,0,0,0,149027,3419496,303,23,32
10,0,0,0,0,150242,3419496,303,26,36
10,0,0,0,0,193146,3419496,303,22,32
10,0,0,0,0,152098,3419496,303,23,33
10,0,0,0,0,154586,3419496,305,22,32
10,0,0,0,0,124178,3419496,306,22,32
10,0,0,0,0,147812,3419496,307,23,32
10,0,0,0,0,147346,3419496,306,24,34
10,0,0,0,0,130436,3419496,306,24,34
10,0,0,0,0,131884,3419496,304,23,33
10,0,0,0,0,137443,3419496,304,26,36
10,0,0,0,0,151457,3419496,303,23,33
10,0,0,0,0,138891,3419496,305,23,32
10,0,0,0,0,148328,3419496,306,23,33
10,0,0,0,0,114275,3419496,306,22,31
10,0,0,0,0,144450,3419496,306,24,34
10,0,0,0,0,145898,3419496,307,24,34
10,0,0,0,0,145898,3419496,306,24,34
10,0,0,0,0,167024,3419496,304,25,35
10,0,0,0,0,153604,3419496,305,23,33
10,0,0,0,0,145898,3419496,306,23,33
10,0,0,0,0,131651,3419496,306,22,32
10,0,0,0,0,145898,3419496,304,24,33
10,0,0,0,0,160844,3419496,305,24,34
10,0,0,0,0,188123,3419496,305,23,36
10,0,0,0,0,160611,3419496,303,23,33
10,0,0,0,0,126092,3419496,306,22,32
10,0,0,0,0,153138,3419496,306,22,32
10,0,0,0,0,147812,3419496,306,25,35
10,0,0,0,0,157482,3419496,306,26,36
10,0,0,0,0,209843,3419496,306,59,69
10,0,0,0,0,166170,3419496,306,25,35
10,0,0,0,0,173643,3419496,309,27,38
10,0,0,0,0,179202,3419496,305,25,36
10,0,0,0,0,157249,3419496,305,25,34
10,0,0,0,0,238570,3419496,307,25,37
10,0,0,0,0,153604,3419496,305,26,35
10,0,0,0,0,169066,3419496,306,26,36
10,0,0,0,0,149260,3419496,306,25,34
10,0,0,0,0,147812,3419496,306,25,35
10,0,0,0,0,164722,3419496,304,23,33
10,0,0,0,0,137676,3419496,304,26,35
10,0,0,0,0,167851,3419496,306,24,34
